JSON,Response ID,D6_country,D6_continent,C3_tools,D4_languages,C4_tasks,C9_conditions,C11_documentation,U11_ownership
525,R_5ICODtAM6ZC0mkh,United Kingdom,Europe,"Bard, ChatGPT-3.5, ChatGPT-4, GitHub Copilot","JavaScript, Python","Test case generation, Writing source code",Yes,,Belongs to the developer who prompted the model (or their employer)
526,R_6DUo3WdzKCOZvXa,United States,North America,"ChatGPT-4, Claude (Anthropic) (any version), GitHub Copilot, Mixtral, Ollama","Bash, HashiCorp Configuration Language, Java, JavaScript, PHP, Python","Test case generation, Writing source code, Prototyping/mocking, Refactoring","Can't expose sensitive data to AI, Only in-house or company approved AI, Partially or under certain conditions",,Belongs to no one (i.e. is in the public domain)
527,R_1prs3ny0dmHS9fz,"Netherlands, Global","Europe, Global","ChatGPT-4, GitHub Copilot","Python, TypeScript","Test case generation, Code documentation, Writing source code, Creating user interfaces, Code styling and formatting (to meet employer or community standards), Refactoring",Yes,Documenting the entire interaction with a code generation tool,Belongs proportionately to different stakeholders
528,R_4K0Mii31vDvqdUZ,China,Asia,,"Java, JavaScript, Python",,I don't know,,Belongs to no one (i.e. is in the public domain)
529,R_4gUYWMLgMCrZul4,Philippines,Asia,,"C#, JavaScript, PHP",,I don't know,,Belongs to the creators whose works were used as training data for the output
530,R_6rNkxl5KNYiEXi5,United States,North America,"Bard, ChatGPT-3.5, Claude (Anthropic) (any version), Codeium, GitHub Copilot","Bash, JavaScript, Lua, Nix, Python, TypeScript","Code documentation, Code styling and formatting (to meet employer or community standards), Creating user interfaces, Help with Application Logic, Prototyping/mocking, Refactoring, Test case generation, Writing source code",Yes,,Belongs to no one (i.e. is in the public domain)
532,R_4hMcbk4RYyCt9dc,Unknown,Unknown,"ChatGPT-4, Codellama","C / C++, Cypher, Golang, JavaScript, Python, Solidity","Code documentation, Creating user interfaces, Prototyping/mocking, Refactoring, Simulation, Test case generation, Writing source code",Yes,,Belongs to the developer who prompted the model (or their employer)
534,R_1NijKHyLffH44z7,Kenya,Africa,ChatGPT-3.5,"C / C++, Python","Test case generation, Code documentation, Writing source code",Yes,,"Belongs to the creators whose works were used as training data for the output, Belongs to no one (i.e. is in the public domain)"
536,R_4pVZPZz6CBYz7od,China,Asia,"ChatGPT-3.5, GitHub Copilot, Claude (Anthropic) (any version)","C / C++, Python, Rust","Test case generation, Code documentation, Writing source code, Code styling and formatting (to meet employer or community standards), Refactoring",Yes,"Noting the usage of a code generation tool, Documenting the prompt used to generate code, Documenting the entire interaction with a code generation tool","Belongs to the creators whose works were used as training data for the output, Belongs to no one (i.e. is in the public domain)"
540,R_4DCpHV3cGQfsaMB,India,Asia,,"C / C++, Golang, Java, JavaScript, Python",,Yes,"Noting the usage of a code generation tool, Documenting the prompt used to generate code","Belongs proportionately to different stakeholders, Belongs to no one (i.e. is in the public domain), Belongs to the creators of the model (such as OpenAI), Belongs to the creators whose works were used as training data for the output, Belongs to the developer who prompted the model (or their employer)"
542,R_20pjroAJliOC9lO,Germany,Europe,"ChatGPT-3.5, GitHub Copilot",TypeScript,"Test case generation, Code documentation, Writing source code, Refactoring","Can't expose sensitive data to AI, Partially or under certain conditions",,Belongs to no one (i.e. is in the public domain)
543,R_4o0zJ4hEDxfSkSZ,Turkey,Asia,"Bard, ChatGPT-4, GitHub Copilot","JavaScript, Python","Writing source code, Prototyping/mocking, Creating user interfaces, Code styling and formatting (to meet employer or community standards), Refactoring",I don't know,,Belongs to no one (i.e. is in the public domain)
545,R_4KkyWV6jWje6gFR,Italy,Europe,"ChatGPT-4, GitHub Copilot","JavaScript, Python","Code documentation, Writing source code, Refactoring",Yes,,Belongs to no one (i.e. is in the public domain)
546,R_4HOnsX0JorUYv3g,"United States, Germany","North America, Europe","ChatGPT-3.5, ChatGPT-4, Claude (Anthropic) (any version), DeepSeek Coder, GitHub Copilot, Mixtral","Java, JavaScript, Python","Test case generation, Code documentation, Writing source code, Prototyping/mocking, Creating user interfaces, Code styling and formatting (to meet employer or community standards), Refactoring",Yes,,"Apply normal copyright law, Belongs to the developer who prompted the model (or their employer)"
547,R_4TEL2ADfLus212Z,China,Asia,"ChatGPT-3.5, GitHub Copilot, Claude (Anthropic) (any version)",JavaScript,"Code documentation, Writing source code",Yes,,Belongs to the creators whose works were used as training data for the output
550,R_1DuxnABcHCqQP9A,United States,North America,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot","C / C++, Python, R","Code documentation, Test case generation, Writing source code",Yes,,Belongs to the creators whose works were used as training data for the output
553,R_4tBs7mxMvVV6Pjr,India,Asia,,Java,,,,
557,R_3aaC7BfJkb6LFFp,United States,North America,"Bard, ChatGPT-3.5, ChatGPT-4, GitHub Copilot","C / C++, Golang, Python, Rust","Writing source code, Creating user interfaces, Refactoring",Yes,,Belongs to the developer who prompted the model (or their employer)
559,R_4GjKYns0v1x184R,South Korea,Asia,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot","JavaScript, Python, Rust","Test case generation, Code documentation, Writing source code, Prototyping/mocking",Yes,,Belongs to no one (i.e. is in the public domain)
561,R_4QARtHCh9ciKdBK,Kenya,Africa,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot","JavaScript, Python","Test case generation, Code documentation, Writing source code, Prototyping/mocking, Refactoring",Yes,,Belongs to the developer who prompted the model (or their employer)
563,R_2dXP9orVPQ0idUX,Kenya,Africa,"ChatGPT-3.5, GitHub Copilot","C / C++, Golang, Java, JavaScript, PHP, Python","Writing source code, Code styling and formatting (to meet employer or community standards), Refactoring",Yes,,Belongs to the creators whose works were used as training data for the output
566,R_43ixHz99Qt4ElKF,Indonesia,Asia,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot, v0",JavaScript,"Code documentation, Writing source code, Creating user interfaces",Yes,Documenting the prompt used to generate code,"Belongs to the developer who prompted the model (or their employer), Belongs to no one (i.e. is in the public domain)"
568,R_6Xi6Z62StggWgMN,France,Europe,"Codeium, Codellama, Phind","JavaScript, Python, Rust","Test case generation, Code documentation, Writing source code",Yes,,Belongs to the creators whose works were used as training data for the output
569,R_2oFozS5SMCsmuhE,"Poland, Ukraine",Europe,,Ruby,,No direction from organization,,Belongs proportionately to different stakeholders
571,R_67rkSxbAwY209ag,Brazil,South America,GitHub Copilot,"Java, JavaScript, Python","Test case generation, Code documentation, Writing source code, Creating user interfaces",I don't know,,"Belongs to the developer who prompted the model (or their employer), Belongs to no one (i.e. is in the public domain)"
573,R_7VLbYOvcMvcir3b,United States,North America,ChatGPT-3.5,"JavaScript, Python","Code documentation, Debugging, Troubleshooting, Writing source code",Yes,,Belongs to no one (i.e. is in the public domain)
575,R_5QzvGz3ibSeUnbG,France,Europe,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot, Ollama, Open-source Models","Java, JavaScript, Python","Test case generation, Writing source code, Prototyping/mocking, Refactoring",Partially or under certain conditions,Documenting the entire interaction with a code generation tool,"Belongs to the creators whose works were used as training data for the output, Belongs to the developer who prompted the model (or their employer)"
578,R_23lMCALFXkmrP2r,Austria,Europe,"ChatGPT-4, GitHub Copilot","Julia, Python",Writing source code,Yes,,Belongs to the developer who prompted the model (or their employer)
579,R_1QAGbnemBHIEf7P,Unknown,Unknown,ChatGPT-4,PHP,Code styling and formatting (to meet employer or community standards),Yes,"Noting the usage of a code generation tool, Documenting the prompt used to generate code",Belongs to the creators whose works were used as training data for the output
582,R_5CQhYrbfijWu0St,United States,North America,"Bard, ChatGPT-3.5, ChatGPT-4, GitHub Copilot, Amazon CodeWhisperer, Claude (Anthropic) (any version)","C / C++, C#, Golang, Java, JavaScript, PHP, Python, R","Test case generation, Code documentation, Writing source code, Prototyping/mocking, Creating user interfaces, Code styling and formatting (to meet employer or community standards), Refactoring",Yes,"Noting the usage of a code generation tool, Documenting the prompt used to generate code, Documenting the entire interaction with a code generation tool",Belongs to the creators whose works were used as training data for the output
583,R_4ffcfmgNZ1yBHbw,India,Asia,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot","Java, Python","Test case generation, Code documentation, Prototyping/mocking, Refactoring",Yes,,"Belongs to the developer who prompted the model (or their employer), Belongs to no one (i.e. is in the public domain)"
584,R_8NrzlOy6lWA7gOl,Poland,Europe,,JavaScript,,,,
585,R_6yM3lHUlK0UTLoJ,United States,North America,GitHub Copilot,Golang,"Test case generation, Code documentation, Writing source code, Refactoring",Yes,,"Belongs to the creators whose works were used as training data for the output, Belongs to the developer who prompted the model (or their employer)"
586,R_2CjZk9zwNuBWIQW,Romania,Europe,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot",JavaScript,"Writing source code, Creating user interfaces, Code styling and formatting (to meet employer or community standards), Refactoring",Yes,,Belongs to the creators whose works were used as training data for the output
587,R_6fO8iLKh75mLJzL,United States,North America,"ChatGPT-4, GitHub Copilot","C / C++, Golang, Python","Writing source code, Prototyping/mocking, Creating user interfaces",Yes,,Belongs to the developer who prompted the model (or their employer)
591,R_6OMzRLnt1DQwLex,Ghana,Africa,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot",Python,"Test case generation, Code documentation, Code styling and formatting (to meet employer or community standards)",I don't know,,"Belongs to the creators whose works were used as training data for the output, Belongs to the creators of the model (such as OpenAI)"
593,R_6PydpwjQLIfEZYl,United States,North America,"ChatGPT-4, GitHub Copilot","C / C++, Java, JavaScript, Ruby","Writing source code, Prototyping/mocking, Refactoring",Uses on own projects,,Belongs to the model itself
594,R_6GJtrflF1Jdhc02,China,Asia,,Python,,,,
595,R_6unshN99vrwyAcV,United States,North America,"ChatGPT-4, GitHub Copilot","Golang, JavaScript, Python","Test case generation, Code documentation, Writing source code, Prototyping/mocking, Code styling and formatting (to meet employer or community standards), Refactoring",No,,Belongs to the developer who prompted the model (or their employer)
597,R_43VulejTEdirFWS,Australia,Oceania,"BingChat, ChatGPT-3.5, GitHub Copilot",JavaScript,"Product / Architecture Design, Code documentation, Refactoring, Writing source code","Can't expose sensitive data to AI, Partially or under certain conditions",,Belongs to the creators whose works were used as training data for the output
599,R_4JeBmsS9RCrqA1T,United States,North America,"ChatGPT-4, GitHub Copilot","C / C++, Golang, Java, JavaScript, Python","Code documentation, Writing source code, Prototyping/mocking, Creating user interfaces, Code styling and formatting (to meet employer or community standards), Refactoring",Yes,Noting the usage of a code generation tool,Belongs to the creators of the model (such as OpenAI)
601,R_32sDjCIdota2e2Z,Russia,Asia,Codeium,Python,"Code documentation, Writing source code, Prototyping/mocking, Refactoring","Only in-house or company approved AI, Partially or under certain conditions",,Don’t know/No opinion
603,R_4E6TRHZUCfWb381,India,Asia,"ChatGPT-3.5, GitHub Copilot",JavaScript,"Test case generation, Code documentation, Prototyping/mocking, Creating user interfaces, Code styling and formatting (to meet employer or community standards), Refactoring",Yes,Noting the usage of a code generation tool,Belongs to no one (i.e. is in the public domain)
604,R_1pKW6HDJpc78hpq,United States,North America,,Golang,,Yes,,Belongs to the creators whose works were used as training data for the output
607,R_4jcZgcKUlSaKW96,China,Asia,"ChatGPT-3.5, GitHub Copilot, Claude (Anthropic) (any version)","C / C++, C#, JavaScript, Python","Test case generation, Code documentation, Writing source code, Prototyping/mocking",No,,Belongs to the developer who prompted the model (or their employer)
609,R_3HjnpFGLvvb5T0x,United Arab Emirates,Asia,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot","C / C++, JavaScript","Test case generation, Code documentation, Writing source code, Refactoring",I don't know,,Belongs to no one (i.e. is in the public domain)
613,R_4Dp5pCupayRhMBP,India,Asia,"ChatGPT-4, GitHub Copilot",Python,"Test case generation, Code documentation, Refactoring",Yes,"Noting the usage of a code generation tool, Documenting the prompt used to generate code, Documenting the entire interaction with a code generation tool",Belongs to the developer who prompted the model (or their employer)
614,R_4EalTsJ9oD4eGXn,Kazakhstan,Asia,"ChatGPT-3.5, ChatGPT-4, Claude (Anthropic) (any version), GitHub Copilot, Open-source Models","Golang, Rust, TypeScript","Code documentation, Code styling and formatting (to meet employer or community standards), Refactoring, Test case generation, Writing source code",Yes,,Belongs to the creators whose works were used as training data for the output
617,R_41YDho0g0DHLnAC,Greece,Europe,"ChatGPT-3.5, GitHub Copilot, Phind","C / C++, Python","Test case generation, Writing source code, Refactoring",I don't know,,"Belongs to the creators whose works were used as training data for the output, Belongs to the creators of the model (such as OpenAI)"
618,R_7PpLPrybiKbKiB6,United States,North America,,"Golang, Python",,Yes,,Belongs to the creators whose works were used as training data for the output
619,R_3KPNnKjwKlHMuFb,United States,North America,"ChatGPT-3.5, Codex",Python,Writing source code,Yes,,"Belongs to the creators whose works were used as training data for the output, Belongs to the developer who prompted the model (or their employer)"
622,R_2B7Ap0eo4OVGqpb,Kenya,Africa,JetBrains AI,Java,"Test case generation, Code documentation, Code styling and formatting (to meet employer or community standards), Refactoring","Only in-house or company approved AI, Partially or under certain conditions",Documenting the prompt used to generate code,Belongs to no one (i.e. is in the public domain)
623,R_2T09zQ9pkMCHRxD,Poland,Europe,,"C#, JavaScript, Python",,"Only in-house or company approved AI, Partially or under certain conditions",,Don’t know/No opinion
626,R_6fftPmLP9xbFjPC,Germany,Europe,"ChatGPT-4, GitHub Copilot",Java,"Writing source code, Refactoring","Depends on use or process, Partially or under certain conditions",Noting the usage of a code generation tool,"Depends on amount of code generated, Depends on usage"
627,R_7rJWENAqRYs754J,United States,North America,"Bard, Blackbox, Tabnine","C / C++, C#, Golang, Java, JavaScript, Python","Writing source code, Code styling and formatting (to meet employer or community standards)",Not applicable,,"Belongs to the creators whose works were used as training data for the output, Belongs to the creators of the model (such as OpenAI), Belongs to the developer who prompted the model (or their employer)"
631,R_1ui1cwbjwQtVTnb,United States,North America,"ChatGPT-3.5, ChatGPT-4, Figma","C / C++, Java, JavaScript, PHP","Code documentation, Writing source code, Prototyping/mocking, Creating user interfaces",Yes,,Belongs to no one (i.e. is in the public domain)
638,R_44PponaKIZa3qrQ,Philippines,Asia,"ChatGPT-3.5, GitHub Copilot","JavaScript, PHP","Writing source code, Creating user interfaces, Refactoring",Yes,,Belongs to no one (i.e. is in the public domain)
639,R_1Xh8HLLmpQhOjXU,Lithuania,Europe,GitHub Copilot,"JavaScript, Python","Test case generation, Code documentation, Prototyping/mocking, Refactoring",Yes,,Belongs to the creators whose works were used as training data for the output
641,R_4Nj814pswpdEBah,Turkey,Asia,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot","C#, Java, JavaScript, Python","Test case generation, Code documentation, Writing source code, Prototyping/mocking, Creating user interfaces, Code styling and formatting (to meet employer or community standards), Refactoring",Yes,,"Belongs to the developer who prompted the model (or their employer), Belongs to no one (i.e. is in the public domain)"
642,R_3LiM2DCiLMuJiUD,Russia,Asia,"ChatGPT-4, Codeium, GitHub Copilot, Llama / Llama 2","C#, JavaScript, Python, Rust","Test case generation, Code documentation, Writing source code, Prototyping/mocking, Creating user interfaces, Code styling and formatting (to meet employer or community standards), Refactoring",No,,Belongs to the developer who prompted the model (or their employer)
646,R_1MGrHn1HTPfIJ57,Brazil,South America,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot","C / C++, JavaScript, Python","Test case generation, Code documentation, Prototyping/mocking, Creating user interfaces",Yes,Noting the usage of a code generation tool,Belongs to no one (i.e. is in the public domain)
651,R_7QM06fwhZZiuH2H,United States,North America,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot, Perplexity AI",Python,"Test case generation, Code documentation, Writing source code, Prototyping/mocking, Creating user interfaces, Code styling and formatting (to meet employer or community standards), Refactoring",Yes,,"Belongs to the developer who prompted the model (or their employer), Belongs to no one (i.e. is in the public domain)"
652,R_5tUsEUumV010e89,United States,North America,"Bard, ChatGPT-4, Claude (Anthropic) (any version)",Python,"Code documentation, Code styling and formatting (to meet employer or community standards)",Yes,,"Belongs to the creators whose works were used as training data for the output, Belongs to the developer who prompted the model (or their employer)"
653,R_41swvU7ZU3FTggv,United Kingdom,Europe,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot","C / C++, Golang, Java, JavaScript","Test case generation, Code documentation, Writing source code, Prototyping/mocking",I don't know,,"Belongs to no one (i.e. is in the public domain), Belongs to the creators whose works were used as training data for the output"
654,R_70OofdZOvX2SzmR,United States,North America,"ChatGPT-3.5, ChatGPT-4, Claude (Anthropic) (any version), GitHub Copilot, Llama / Llama 2, Mixtral, OpenHermes","C / C++, Elixir, JavaScript, OCaml, Python, Rust, TypeScript","Test case generation, Code documentation, Writing source code, Prototyping/mocking, Creating user interfaces, Refactoring",Yes,,"Belongs to the developer who prompted the model (or their employer), Belongs to no one (i.e. is in the public domain)"
655,R_63iltWKtLWwvFfP,United States,North America,"ChatGPT-3.5, GitHub Copilot","C#, Golang, JavaScript","Test case generation, Code documentation, Writing source code, Refactoring",Yes,,Belongs to no one (i.e. is in the public domain)
656,R_7S6xldcTdP19893,Italy,Europe,,"JavaScript, PHP",,,,
657,R_4OMOmZWSfw6Dx9O,Georgia,Asia,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot","Golang, JavaScript, Python","Test case generation, Writing source code",Yes,,"Belongs to the creators whose works were used as training data for the output, Belongs to the creators of the model (such as OpenAI), Belongs to the developer who prompted the model (or their employer)"
658,R_6PTC50zxbq35Qcs,United States,North America,"Bard, ChatGPT-3.5, GitHub Copilot","C / C++, JavaScript, PHP, Python","Code documentation, Writing source code, Prototyping/mocking, Creating user interfaces",Yes,,Don’t know/No opinion
659,R_6KO3mitGFLP2GzW,Bosnia and Herzegovina,Europe,"ChatGPT-3.5, GitHub Copilot","C / C++, JavaScript, Python","Code documentation, Prototyping/mocking, Code styling and formatting (to meet employer or community standards)",Yes,"Noting the usage of a code generation tool, Documenting the prompt used to generate code",Belongs to no one (i.e. is in the public domain)
661,R_4xNtkyYxqka6scV,Japan,Asia,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot, Open-source Models, llama.cpp","C / C++, C#, Golang, JavaScript, Python, TypeScript","Code documentation, Code styling and formatting (to meet employer or community standards), Incorporated into Project, Prototyping/mocking, Refactoring, Writing source code","Partially or under certain conditions, Varies across projects and data","Noting the usage of a code generation tool, Policies on how AI can / can't be used",Belongs to the developer who prompted the model (or their employer)
665,R_72nb3D7kz67FaBi,United States,North America,ChatGPT-4,JavaScript,"Reference / Learning, Writing source code",No,,Belongs to no one (i.e. is in the public domain)
666,R_43wnF7YKE1Zhlyk,Malaysia,Asia,"ChatGPT-3.5, GitHub Copilot, JetBrains AI","Golang, JavaScript, PHP","Test case generation, Writing source code, Refactoring",I don't know,,Belongs to no one (i.e. is in the public domain)
667,R_46fIIYyIbbDgoEx,United States,North America,"ChatGPT-3.5, Claude (Anthropic) (any version), Llama / Llama 2","Golang, Python","Code documentation, Prototyping/mocking, Refactoring",I don't know,,"Belongs to the creators whose works were used as training data for the output, Belongs to no one (i.e. is in the public domain)"
669,R_4gTuqgYqPhH675E,India,Asia,"ChatGPT-3.5, Gemini","JavaScript, PHP, Python","Test case generation, Code documentation, Writing source code, Creating user interfaces, Code styling and formatting (to meet employer or community standards)",Yes,,"Belongs to the creators whose works were used as training data for the output, Belongs to the developer who prompted the model (or their employer)"
670,R_4CdgBc8hJLCpGTf,Unknown,Unknown,ChatGPT-3.5,"C / C++, Java","Creating user interfaces, Reference / Learning",No,,"Belongs to the creators whose works were used as training data for the output, Belongs to the creators of the model (such as OpenAI), Belongs to the developer who prompted the model (or their employer)"
672,R_54dZF78j4JKCmuk,United States,North America,"ChatGPT-4, Claude (Anthropic) (any version), Codeium","C#, JavaScript, Rust","Brainstorming / Inspiration, Code documentation, Prototyping/mocking, Writing source code","Only in-house or company approved AI, Partially or under certain conditions",,Belongs to no one (i.e. is in the public domain)
673,R_1BkOCjfdo9XFh8a,Austria,Europe,"Bard, ChatGPT-3.5, GitHub Copilot","C / C++, Python","Code documentation, Writing source code, Creating user interfaces, Code styling and formatting (to meet employer or community standards)",Yes,,Belongs to the developer who prompted the model (or their employer)
675,R_77v6jfzpTXH4S9k,Denmark,Europe,,Julia,,I don't know,,"Belongs to the creators whose works were used as training data for the output, Belongs to the creators of the model (such as OpenAI)"
676,R_4ebuUq7Pqckgt6M,China,Asia,"Augment, ChatGPT-3.5, ChatGPT-4, CodeGeex",JavaScript,"Refactoring, Test case generation, Writing source code",Yes,,Belongs to the developer who prompted the model (or their employer)
681,R_4F4hvB7Xp49OQml,Singapore,Asia,"ChatGPT-3.5, GitHub Copilot, In-House or Custom","C / C++, JavaScript, Rust","Test case generation, Code documentation, Writing source code","Partially or under certain conditions, Varies across projects and data",,Belongs to the creators whose works were used as training data for the output
683,R_7F3TN85ww7B3Ie5,United States,North America,,"JavaScript, Python",,Yes,,Depends on the training set
684,R_2332KHA38UVsDnz,United States,North America,"ChatGPT-4, GitHub Copilot","Java, Python, Scala","Test case generation, Code documentation, Writing source code, Prototyping/mocking, Refactoring",Yes,,Belongs to no one (i.e. is in the public domain)
687,R_4Luu0jV4RhqPzwT,Singapore,Asia,"Blackbox, ChatGPT-3.5, ChatGPT-4, GitHub Copilot","JavaScript, PHP, Ruby","Test case generation, Writing source code, Prototyping/mocking",Yes,,Belongs to no one (i.e. is in the public domain)
689,R_77srWRRtP327IHr,Brazil,South America,"ChatGPT-3.5, ChatGPT-4","C / C++, C#","Code documentation, Writing source code, Prototyping/mocking, Creating user interfaces, Code styling and formatting (to meet employer or community standards), Refactoring",Yes,Rely on Commits and Branches,"Belongs to the creators of the model (such as OpenAI), Musings on intellectual property rights law"
691,R_237R6SD7lwZ7IH7,Netherlands,Europe,,"C / C++, C#, Golang, R",,Yes,Documenting the prompt used to generate code,Belongs to no one (i.e. is in the public domain)
695,R_6EKOP92RylSTUaJ,United States,North America,,"C / C++, Coq, OCaml, Python",,Yes,,Belongs to no one (i.e. is in the public domain)
696,R_1yZWV6iCldRvJfP,Kenya,Africa,"Bard, ChatGPT-3.5, ChatGPT-4, GitHub Copilot","C#, JavaScript, Python","Test case generation, Code documentation, Writing source code, Code styling and formatting (to meet employer or community standards), Refactoring",Yes,,Don’t know/No opinion
698,R_1gKK0LaBq4EO0tb,United States,North America,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot","C / C++, C#, JavaScript","Test case generation, Code documentation, Writing source code, Prototyping/mocking, Creating user interfaces, Code styling and formatting (to meet employer or community standards), Refactoring",Yes,,Belongs to the creators whose works were used as training data for the output
700,R_54PitCnDdBKB4jN,"Austria, United Kingdom, Iran","Europe, Asia","ChatGPT-3.5, ChatGPT-4, GitHub Copilot","C / C++, JavaScript, Python","Code documentation, Writing source code, Prototyping/mocking",Yes,,"Belongs to code hosting platform, Belongs to the creators of the model (such as OpenAI), Belongs to the creators whose works were used as training data for the output, Belongs to the developer who prompted the model (or their employer)"
711,R_7Jnl9seQnGC4sMt,United States,North America,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot","JavaScript, PHP, Python","Test case generation, Code documentation, Writing source code, Prototyping/mocking",Yes,,Belongs to no one (i.e. is in the public domain)
712,R_4sNlpWmAWrUT3r3,New Zealand,Oceania,,"C / C++, Python",,,,
713,R_5bVhQZg5vnn0BRL,Argentina,South America,"ChatGPT-4, GitHub Copilot","C / C++, Python","Test case generation, Code documentation, Writing source code, Prototyping/mocking, Code styling and formatting (to meet employer or community standards), Refactoring","Can't expose sensitive data to AI, Only in-house or company approved AI, Partially or under certain conditions",,"Belongs proportionately to different stakeholders, Belongs to the creators of the model (such as OpenAI), Belongs to the creators whose works were used as training data for the output"
715,R_7nFaMRJaw2grptL,United States,North America,"ChatGPT-3.5, Perplexity AI",Python,Reference / Learning,Not applicable,,"Belongs to no one (i.e. is in the public domain), Belongs to the creators whose works were used as training data for the output, Belongs to the developer who prompted the model (or their employer), Belongs to the model itself"
718,R_2ewbZDR3oY65eVP,"Russia, Netherlands","Europe, Asia","ChatGPT-3.5, ChatGPT-4, GitHub Copilot","C / C++, C#, Golang, JavaScript, Python","Test case generation, Writing source code, Prototyping/mocking",Yes,Noting the usage of a code generation tool,Belongs to the developer who prompted the model (or their employer)
720,R_4tzd75a5WIp9txe,Germany,Europe,ChatGPT-4,Swift,Creating user interfaces,I don't know,,"Belongs to the creators whose works were used as training data for the output, Belongs to no one (i.e. is in the public domain)"
722,R_3g11UiJNP5mttGJ,Canada,North America,GitHub Copilot,"C#, Python, R","Test case generation, Code documentation, Writing source code","Only in-house or company approved AI, Partially or under certain conditions",,"Belongs to the creators whose works were used as training data for the output, Belongs to the creators of the model (such as OpenAI), Belongs to the developer who prompted the model (or their employer)"
725,R_5DYWgR3JaYCLJc2,United Kingdom,Europe,GitHub Copilot,"C / C++, Golang, Python","Test case generation, Code documentation, Writing source code, Prototyping/mocking",Yes,,"Belongs to no one (i.e. is in the public domain), Don’t know/No opinion"
726,R_4nI3RmcNgNNzFcG,Japan,Asia,"ChatGPT-4, GitHub Copilot","JavaScript, Python","Product / Architecture Design, Code Review, Code documentation, Creating user interfaces, Prototyping/mocking, Refactoring, Test case generation, Writing source code",Yes,Noting the usage of a code generation tool,Belongs to no one (i.e. is in the public domain)
730,R_7UyGyXdrtGlHF5L,United States,North America,,"C / C++, JavaScript",,No,,Don’t know/No opinion
732,R_36Zszr6ojdMhRkZ,United States,North America,,"Java, JavaScript, Python, Rust",,"Depends on use or process, Only in-house or company approved AI",,"Belongs to the creators whose works were used as training data for the output, Belongs to no one (i.e. is in the public domain)"
734,R_3PHtg2tEataL6bP,United States,North America,GitHub Copilot,"JavaScript, PHP","Test case generation, Code documentation, Writing source code",Yes,Noting the usage of a code generation tool,"Belongs to the creators whose works were used as training data for the output, Belongs to the creators of the model (such as OpenAI), Belongs to the developer who prompted the model (or their employer)"
738,R_4rSGNaGUydwlEMH,China,Asia,"ChatGPT-3.5, GitHub Copilot",Python,"Code documentation, Writing source code",Yes,,"Belongs to the creators whose works were used as training data for the output, Belongs to the developer who prompted the model (or their employer)"
744,R_4FPOHw20Kc4gdb5,South Korea,Asia,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot, Claude (Anthropic) (any version)","C / C++, Golang, JavaScript, Python","Test case generation, Code documentation, Creating user interfaces",Yes,"Noting the usage of a code generation tool, Documenting the prompt used to generate code",Belongs to no one (i.e. is in the public domain)
748,R_4Y4aA7YHYtmUkGH,Vietnam,Asia,"Bard, ChatGPT-3.5, GitHub Copilot","JavaScript, Python","Code documentation, Writing source code, Code styling and formatting (to meet employer or community standards)",Yes,,Belongs to the developer who prompted the model (or their employer)
750,R_33VIpElY2UqJ7ko,United States,North America,"Bard, ChatGPT-3.5, ChatGPT-4, GitHub Copilot","C / C++, Java, JavaScript, PHP, Python, R","Test case generation, Code documentation, Writing source code, Creating user interfaces, Code styling and formatting (to meet employer or community standards)",Yes,Noting the usage of a code generation tool,"Belongs to the creators whose works were used as training data for the output, Belongs to no one (i.e. is in the public domain)"
751,R_4rIt8t9d8e2xrqr,Bangladesh,Asia,"Bard, ChatGPT-3.5, ChatGPT-4, GitHub Copilot","C / C++, Java, JavaScript, PHP, Python","Code documentation, Writing source code, Prototyping/mocking, Refactoring",Yes,Documenting the prompt used to generate code,"Belongs to the creators whose works were used as training data for the output, Belongs to the developer who prompted the model (or their employer)"
752,R_4MKdJaXyChhUgeB,China,Asia,"ChatGPT-4, GitHub Copilot","C / C++, JavaScript, Python","Test case generation, Code documentation, Writing source code, Prototyping/mocking, Creating user interfaces, Code styling and formatting (to meet employer or community standards), Refactoring",I don't know,,Belongs to the creators whose works were used as training data for the output
754,R_4lhosmY4JJjWYpV,China,Asia,,"Golang, Java, Python",,,,
755,R_4npfDTNHDK7xIZQ,China,Asia,"ChatGPT-3.5, ChatGPT-4, GitHub Copilot","C / C++, Java, Python","Test case generation, Code documentation, Writing source code, Prototyping/mocking, Refactoring",Varies across projects and data,,Belongs to the creators whose works were used as training data for the output
